geneSPN23F_RS00800,gene-SPN23F_RS00800,gene-SPN23F_RS00800,0_0_4696,1_0_4687,2_0_4696,3_0_4699,4_0_4699,5_0_4740,6_0_4718,7_0_4699,8_0_4703,9_0_4687,10_0_4695,11_0_4707,12_0_4712,13_0_4688,14_0_4705,15_0_4710,16_0_4717,17_0_4709,18_0_4716,19_0_4701,20_0_4706,21_0_4696,22_0_4704,23_0_4697,24_0_4720,25_0_4687,26_0_4684,27_0_4702,28_0_4683,29_0_4683,30_0_4678,31_0_4699,32_0_4683,33_0_4709,34_0_4686,35_0_4726,36_0_4743,37_0_4742,38_0_4744,39_0_4741,40_0_4740,41_0_4738,42_0_4728,43_0_4758,44_0_4704,45_0_4751,46_0_4752,47_0_4726,48_0_4715,49_0_4722,50_0_4713,51_0_4710,52_0_4714,53_0_4713,54_0_4726,55_0_4692,56_0_4735,57_0_4732,58_0_4703,59_0_4714,60_0_4690,61_0_4682,62_0_4680,63_0_4679,64_0_4687,65_0_4719,66_0_4679,67_0_4723,68_0_4723,69_0_4730,70_0_4725,71_0_4721,72_0_4701,73_0_4693,74_0_4694,75_0_4697,76_0_4686,77_0_4699,78_0_4688,79_0_4672,80_0_4673,81_0_4694,82_0_4688,83_0_4682,84_0_4687,85_0_4688,86_0_4729,87_0_4695,88_0_4714,89_0_4672,90_0_4707,91_0_4688,92_0_4688,93_0_4684,94_0_4684,95_0_4696,96_0_4689,97_0_4690,98_0_4651,99_0_4697
geneSPN23F_RS00715,gene-SPN23F_RS00715,gene-SPN23F_RS00715,0_0_4140,1_0_4129,2_0_4137,3_0_4141,4_0_4141,5_0_4174,6_0_4157,7_0_4141,8_0_4145,9_0_4132,10_0_4138,11_0_4150,12_0_4152,13_0_4126,14_0_4142,15_0_4146,16_0_4152,17_0_4150,18_0_4154,19_0_4143,20_0_4148,21_0_4141,22_0_4149,23_0_4142,24_0_4156,25_0_4125,26_0_4119,27_0_4138,28_0_4122,29_0_4125,30_0_4117,31_0_4137,32_0_4123,33_0_4154,34_0_4128,35_0_4163,36_0_4178,37_0_4176,38_0_4182,39_0_4172,40_0_4173,41_0_4172,42_0_4164,43_0_4192,44_0_4147,45_0_4184,46_0_4186,47_0_4163,48_0_4150,49_0_4156,50_0_4150,51_0_4150,52_0_4147,53_0_4149,54_0_4156,55_0_4137,56_0_4166,57_0_4162,58_0_4149,59_0_4160,60_0_4142,61_0_4132,62_0_4130,63_0_4129,64_0_4131,65_0_4159,66_0_4123,67_0_4164,68_0_4164,69_0_4166,70_0_4164,71_0_4164,72_0_4141,73_0_4133,74_0_4136,75_0_4138,76_0_4124,77_0_4141,78_0_4129,79_0_4113,80_0_4115,81_0_4135,82_0_4131,83_0_4123,84_0_4129,85_0_4130,86_0_4168,87_0_4136,88_0_4153,89_0_4112,90_0_4143,91_0_4129,92_0_4129,93_0_4123,94_0_4123,95_0_4137,96_0_4133,97_0_4134,98_0_4096,99_0_4138
group_133,hypothetical protein,NA,0_0_7111,1_0_7111,2_0_7112,3_0_7115,4_0_7115,5_0_7167,6_0_7133,7_0_7118,8_0_7126,9_0_7101,10_0_7104,11_0_7131,12_0_7129,13_0_7090,14_0_7122,15_0_7124,16_0_7138,17_0_7129,18_0_7130,19_0_7120,20_0_7121,21_0_7107,22_0_7129,23_0_7108,24_0_7148,25_0_7108,26_0_7096,27_0_7119,28_0_7100,29_0_7096,30_0_7099,31_0_7119,32_0_7112,33_0_7137,34_0_7109,35_0_7157,36_0_7197,37_0_7185,38_0_7194,39_0_7186,40_0_7184,41_0_7190,42_0_7173,43_0_7202,44_0_7122,45_0_7195,46_0_7197,47_0_7156,48_0_7144,49_0_7151,50_0_7149,51_0_7137,52_0_7156,53_0_7137,54_0_7163,55_0_7096,56_0_7183,57_0_7172,58_0_7132,59_0_7149,60_0_7131,61_0_7111,62_0_7107,63_0_7106,64_0_7112,65_0_7150,66_0_7086,67_0_7151,68_0_7151,69_0_7160,70_0_7155,71_0_7158,72_0_7137,73_0_7122,74_0_7128,75_0_7130,76_0_7107,77_0_7113,78_0_7108,79_0_7102,80_0_7091,81_0_7116,82_0_7111,83_0_7111,84_0_7109,85_0_7111,86_0_7164,87_0_7134,88_0_7132,89_0_7092,90_0_7133,91_0_7119,92_0_7114,93_0_7115,94_0_7115,95_0_7129,96_0_7119,97_0_7120,98_0_7065,99_0_7127
geneSPN23F_RS00790,gene-SPN23F_RS00790,gene-SPN23F_RS00790,0_0_5669,1_0_5672,2_0_5672,3_0_5674,4_0_5674,5_0_5720,6_0_5693,7_0_5672,8_0_5682,9_0_5662,10_0_5668,11_0_5683,12_0_5690,13_0_5661,14_0_5685,15_0_5689,16_0_5697,17_0_5690,18_0_5694,19_0_5683,20_0_5683,21_0_5673,22_0_5682,23_0_5674,24_0_5702,25_0_5660,26_0_5655,27_0_5675,28_0_5654,29_0_5654,30_0_5655,31_0_5671,32_0_5659,33_0_5684,34_0_5662,35_0_5703,36_0_5723,37_0_5720,38_0_5728,39_0_5724,40_0_5722,41_0_5719,42_0_5712,43_0_5740,44_0_5678,45_0_5733,46_0_5734,47_0_5701,48_0_5691,49_0_5700,50_0_5687,51_0_5685,52_0_5691,53_0_5684,54_0_5703,55_0_5662,56_0_5715,57_0_5710,58_0_5683,59_0_5694,60_0_5670,61_0_5655,62_0_5655,63_0_5654,64_0_5660,65_0_5696,66_0_5654,67_0_5699,68_0_5699,69_0_5707,70_0_5704,71_0_5702,72_0_9319,73_0_9301,74_0_9311,75_0_9316,76_0_9288,77_0_5676,78_0_9288,79_0_9287,80_0_9274,81_0_9307,82_0_9292,83_0_9296,84_0_9292,85_0_9293,86_0_9356,87_0_9327,88_0_5691,89_0_9270,90_0_9318,91_0_9302,92_0_9288,93_0_9301,94_0_9302,95_0_9314,96_0_9303,97_0_9303,98_0_5619,99_0_5679
geneSPN23F_RS00805,gene-SPN23F_RS00805,gene-SPN23F_RS00805,0_0_1546,1_0_1536,2_0_1544,3_0_1544,4_0_1543,5_0_1550,6_0_1542,7_0_1535,8_0_1544,9_0_1532,10_0_1539,11_0_1541,12_0_1549,13_0_1539,14_0_1537,15_0_1538,16_0_1547,17_0_1544,18_0_1545,19_0_1546,20_0_1545,21_0_1537,22_0_1545,23_0_1537,24_0_1546,25_0_1532,26_0_1528,27_0_1531,28_0_1529,29_0_1532,30_0_1533,31_0_1541,32_0_1541,33_0_1546,34_0_1539,35_0_1549,36_0_1549,37_0_1548,38_0_1551,39_0_1556,40_0_1557,41_0_1561,42_0_1552,43_0_1559,44_0_1541,45_0_1556,46_0_1556,47_0_1542,48_0_1542,49_0_1542,50_0_1542,51_0_1539,52_0_1546,53_0_1544,54_0_1547,55_0_1544,56_0_1548,57_0_1543,58_0_1541,59_0_1542,60_0_1533,61_0_1535,62_0_1538,63_0_1538,64_0_1536,65_0_1550,66_0_1537,67_0_1550,68_0_1550,69_0_1547,70_0_1554,71_0_1553,72_0_1539,73_0_1536,74_0_1537,75_0_1535,76_0_1534,77_0_1544,78_0_1538,79_0_1532,80_0_1533,81_0_1536,82_0_1535,83_0_1535,84_0_1532,85_0_1532,86_0_1556,87_0_1537,88_0_1544,89_0_1538,90_0_1547,91_0_1541,92_0_1535,93_0_1531,94_0_1531,95_0_1540,96_0_1537,97_0_1537,98_0_1523,99_0_1538
geneSPN23F_RS00665,gene-SPN23F_RS00665,gene-SPN23F_RS00665,0_0_9791,1_0_9781,2_0_9782,3_0_9789,4_0_9788,5_0_9852,6_0_9810,7_0_9788,8_0_9806,9_0_9769,10_0_9782,11_0_9814,12_0_9803,13_0_9757,14_0_9791,15_0_9810,16_0_9822,17_0_9810,18_0_9825,19_0_9810,20_0_9808,21_0_9789,22_0_9817,23_0_9789,24_0_9836,25_0_9792,26_0_9767,27_0_9807,28_0_9779,29_0_9771,30_0_9781,31_0_9797,32_0_9800,33_0_9823,34_0_9796,35_0_9853,36_0_9900,37_0_9892,38_0_9894,39_0_9880,40_0_9879,41_0_9892,42_0_9868,43_0_9915,44_0_9811,45_0_9897,46_0_9899,47_0_9855,48_0_9827,49_0_9829,50_0_9842,51_0_9826,52_0_9829,53_0_9829,54_0_9854,55_0_9770,56_0_9882,57_0_9866,58_0_9830,59_0_9848,60_0_9811,61_0_9801,62_0_9802,63_0_9801,64_0_9784,65_0_9841,66_0_9753,67_0_9856,68_0_9855,69_0_9865,70_0_9856,71_0_9856,72_0_9827,73_0_9809,74_0_9816,75_0_9819,76_0_9792,77_0_9798,78_0_9794,79_0_9793,80_0_9778,81_0_9814,82_0_9795,83_0_9800,84_0_9799,85_0_9800,86_0_9863,87_0_9837,88_0_9816,89_0_9775,90_0_9825,91_0_9810,92_0_9795,93_0_9807,94_0_9808,95_0_9818,96_0_9808,97_0_9808,98_0_9722,99_0_9794
geneSPN23F_RS00795,gene-SPN23F_RS00795,gene-SPN23F_RS00795,0_0_643,1_0_643,2_0_649,3_0_649,4_0_648,5_0_650,6_0_647,7_0_644,8_0_647,9_0_646,10_0_646,11_0_644,12_0_648,13_0_644,14_0_645,15_0_646,16_0_646,17_0_645,18_0_644,19_0_645,20_0_646,21_0_643,22_0_645,23_0_643,24_0_646,25_0_645,26_0_643,27_0_645,28_0_644,29_0_645,30_0_642,31_0_645,32_0_6461,33_0_644,34_0_648,35_0_646,36_0_647,37_0_647,38_0_650,39_0_651,40_0_653,41_0_656,42_0_649,43_0_652,44_0_642,45_0_649,46_0_649,47_0_649,48_0_646,49_0_648,50_0_645,51_0_647,52_0_647,53_0_647,54_0_651,55_0_645,56_0_647,57_0_8243,58_0_647,59_0_647,60_0_646,61_0_641,62_0_641,63_0_642,64_0_647,65_0_648,66_0_646,67_0_650,68_0_650,69_0_649,70_0_652,71_0_651,72_0_649,73_0_647,74_0_647,75_0_647,76_0_644,77_0_647,78_0_649,79_0_646,80_0_648,81_0_647,82_0_648,83_0_649,84_0_643,85_0_643,86_0_653,87_0_647,88_0_646,89_0_646,90_0_647,91_0_647,92_0_646,93_0_644,94_0_644,95_0_649,96_0_645,97_0_645,98_0_638,99_0_643
geneSPN23F_RS12795,gene-SPN23F_RS12795,gene-SPN23F_RS12795,0_0_3316,1_0_3313,2_0_3314,3_0_3316,4_0_3316,5_0_3346,6_0_3328,7_0_3318,8_0_3325,9_0_3311,10_0_3312,11_0_3320,12_0_3325,13_0_3303,14_0_3323,15_0_3319,16_0_3324,17_0_3323,18_0_3325,19_0_3318,20_0_3320,21_0_3316,22_0_3321,23_0_3316,24_0_3327,25_0_3306,26_0_3304,27_0_3321,28_0_3306,29_0_3308,30_0_3306,31_0_3320,32_0_3309,33_0_3326,34_0_3311,35_0_3336,36_0_3342,37_0_3342,38_0_3351,39_0_3346,40_0_3348,41_0_3351,42_0_3338,43_0_3363,44_0_3317,45_0_3356,46_0_3357,47_0_3334,48_0_3326,49_0_3332,50_0_3328,51_0_3328,52_0_3326,53_0_3333,54_0_3334,55_0_3317,56_0_3344,57_0_3337,58_0_3322,59_0_3329,60_0_3310,61_0_3307,62_0_3307,63_0_3307,64_0_3307,65_0_3332,66_0_3303,67_0_3335,68_0_3335,69_0_3340,70_0_3335,71_0_3334,72_0_3317,73_0_3311,74_0_3311,75_0_3314,76_0_3306,77_0_3320,78_0_3311,79_0_3298,80_0_3294,81_0_3308,82_0_3309,83_0_3303,84_0_3308,85_0_3308,86_0_3336,87_0_3307,88_0_3331,89_0_3295,90_0_3318,91_0_3308,92_0_3303,93_0_3301,94_0_3301,95_0_3313,96_0_3306,97_0_3306,98_0_3281,99_0_3317
geneSPN23F_RS13200,gene-SPN23F_RS13200,gene-SPN23F_RS13200,0_0_9320,1_0_9308,2_0_9312,3_0_9318,4_0_9317,5_0_9379,6_0_9335,7_0_9312,8_0_9330,9_0_9296,10_0_9307,11_0_9338,12_0_9331,13_0_9286,14_0_9318,15_0_9332,16_0_9346,17_0_9336,18_0_9347,19_0_9334,20_0_9332,21_0_9312,22_0_9340,23_0_9312,24_0_9363,25_0_9319,26_0_9293,27_0_9327,28_0_9303,29_0_9296,30_0_9304,31_0_9323,32_0_9325,33_0_9345,34_0_9319,35_0_9370,36_0_9419,37_0_9408,38_0_9413,39_0_9400,40_0_9398,41_0_9409,42_0_9385,43_0_9431,44_0_9336,45_0_9416,46_0_9418,47_0_9381,48_0_9352,49_0_9356,50_0_9365,51_0_9347,52_0_9353,53_0_9351,54_0_9380,55_0_9298,56_0_9406,57_0_9392,58_0_9361,59_0_9377,60_0_9340,61_0_9328,62_0_9327,63_0_9327,64_0_9315,65_0_9364,66_0_9282,67_0_9376,68_0_9375,69_0_9385,70_0_9377,71_0_9378,72_0_9356,73_0_9338,74_0_9348,75_0_9353,76_0_9325,77_0_9324,78_0_9326,79_0_9324,80_0_9311,81_0_9344,82_0_9329,83_0_9333,84_0_9329,85_0_9330,86_0_9393,87_0_9365,88_0_9340,89_0_9307,90_0_9355,91_0_9339,92_0_9325,93_0_9338,94_0_9339,95_0_9351,96_0_9340,97_0_9340,98_0_9254,99_0_9321
geneSPN23F_RS00705,gene-SPN23F_RS00705,gene-SPN23F_RS00705,0_0_2515,1_0_2505,2_0_2507,3_0_2512,4_0_2512,5_0_2528,6_0_2517,7_0_2508,8_0_2517,9_0_2502,10_0_2507,11_0_2512,12_0_2521,13_0_2504,14_0_2510,15_0_2509,16_0_2520,17_0_2519,18_0_2515,19_0_2513,20_0_2514,21_0_2508,22_0_2512,23_0_2508,24_0_2517,25_0_2498,26_0_2500,27_0_2510,28_0_2498,29_0_2499,30_0_2499,31_0_2508,32_0_2503,33_0_2514,34_0_2506,35_0_2520,36_0_2521,37_0_2523,38_0_2532,39_0_2528,40_0_2527,41_0_2535,42_0_2523,43_0_2542,44_0_2508,45_0_2533,46_0_2533,47_0_2518,48_0_2515,49_0_2521,50_0_2517,51_0_2517,52_0_2516,53_0_2518,54_0_2519,55_0_2512,56_0_2526,57_0_2519,58_0_2526,59_0_2532,60_0_2514,61_0_2514,62_0_2514,63_0_2514,64_0_2514,65_0_2539,66_0_2499,67_0_2538,68_0_2538,69_0_2539,70_0_2539,71_0_2534,72_0_2517,73_0_2509,74_0_2514,75_0_2513,76_0_2510,77_0_2514,78_0_2511,79_0_2502,80_0_2503,81_0_2512,82_0_2512,83_0_2509,84_0_2508,85_0_2508,86_0_2532,87_0_2515,88_0_2521,89_0_2502,90_0_2520,91_0_2512,92_0_2507,93_0_2504,94_0_2504,95_0_2513,96_0_2515,97_0_2515,98_0_2493,99_0_2508
geneSPN23F_RS00670,gene-SPN23F_RS00670,gene-SPN23F_RS00670,0_0_444,1_0_444,2_0_449,3_0_449,4_0_448,5_0_449,6_0_446,7_0_445,8_0_449,9_0_447,10_0_446,11_0_444,12_0_448,13_0_443,14_0_446,15_0_447,16_0_447,17_0_445,18_0_443,19_0_444,20_0_445,21_0_443,22_0_445,23_0_443,24_0_446,25_0_443,26_0_439,27_0_442,28_0_441,29_0_441,30_0_439,31_0_440,32_0_444,33_0_445,34_0_445,35_0_442,36_0_440,37_0_441,38_0_442,39_0_442,40_0_445,41_0_448,42_0_442,43_0_444,44_0_443,45_0_443,46_0_443,47_0_443,48_0_442,49_0_444,50_0_441,51_0_443,52_0_442,53_0_443,54_0_445,55_0_447,56_0_443,57_0_444,58_0_450,59_0_449,60_0_449,61_0_441,62_0_442,63_0_442,64_0_446,65_0_446,66_0_448,67_0_446,68_0_446,69_0_448,70_0_450,71_0_449,72_0_448,73_0_447,74_0_446,75_0_445,76_0_444,77_0_448,78_0_446,79_0_447,80_0_449,81_0_447,82_0_448,83_0_449,84_0_444,85_0_444,86_0_450,87_0_446,88_0_446,89_0_446,90_0_448,91_0_446,92_0_445,93_0_445,94_0_445,95_0_448,96_0_445,97_0_445,98_0_443,99_0_444
geneSPN23F_RS00735,gene-SPN23F_RS00735,gene-SPN23F_RS00735,0_0_202,1_0_203,2_0_203,3_0_203,4_0_202,5_0_204,6_0_203,7_0_203,8_0_206,9_0_204,10_0_202,11_0_202,12_0_202,13_0_200,14_0_202,15_0_202,16_0_203,17_0_201,18_0_201,19_0_202,20_0_202,21_0_201,22_0_203,23_0_201,24_0_201,25_0_203,26_0_201,27_0_202,28_0_202,29_0_201,30_0_203,31_0_203,32_0_205,33_0_204,34_0_205,35_0_201,36_0_199,37_0_200,38_0_201,39_0_199,40_0_201,41_0_202,42_0_202,43_0_200,44_0_202,45_0_201,46_0_201,47_0_203,48_0_202,49_0_203,50_0_200,51_0_201,52_0_201,53_0_202,54_0_202,55_0_203,56_0_202,57_0_203,58_0_207,59_0_206,60_0_207,61_0_202,62_0_203,63_0_203,64_0_204,65_0_205,66_0_204,67_0_205,68_0_205,69_0_206,70_0_207,71_0_207,72_0_205,73_0_205,74_0_204,75_0_204,76_0_203,77_0_203,78_0_205,79_0_205,80_0_205,81_0_204,82_0_204,83_0_206,84_0_204,85_0_204,86_0_205,87_0_204,88_0_202,89_0_206,90_0_206,91_0_204,92_0_205,93_0_205,94_0_205,95_0_205,96_0_205,97_0_205,98_0_203,99_0_203
geneSPN23F_RS00695,gene-SPN23F_RS00695,gene-SPN23F_RS00695,0_0_7808,1_0_7801,2_0_7800,3_0_7808,4_0_7807,5_0_7864,6_0_7825,7_0_7802,8_0_7816,9_0_7790,10_0_7797,11_0_7826,12_0_7823,13_0_7778,14_0_7807,15_0_7817,16_0_7829,17_0_7821,18_0_7829,19_0_7809,20_0_7810,21_0_7796,22_0_7822,23_0_7797,24_0_7846,25_0_7811,26_0_7793,27_0_7817,28_0_7800,29_0_7792,30_0_7798,31_0_7815,32_0_7812,33_0_7831,34_0_7810,35_0_7855,36_0_7900,37_0_7887,38_0_7894,39_0_7887,40_0_7885,41_0_7891,42_0_7871,43_0_7906,44_0_7818,45_0_7898,46_0_7900,47_0_7862,48_0_7843,49_0_7852,50_0_7849,51_0_7838,52_0_7848,53_0_7841,54_0_7866,55_0_7785,56_0_7890,57_0_7877,58_0_7833,59_0_7857,60_0_7824,61_0_7816,62_0_7812,63_0_7811,64_0_7808,65_0_7848,66_0_7776,67_0_7856,68_0_7855,69_0_7861,70_0_7857,71_0_7860,72_0_7839,73_0_7830,74_0_7835,75_0_7835,76_0_7811,77_0_7810,78_0_7812,79_0_7806,80_0_7793,81_0_7822,82_0_7814,83_0_7814,84_0_7818,85_0_7820,86_0_7868,87_0_7842,88_0_7831,89_0_7796,90_0_7838,91_0_7822,92_0_7818,93_0_7821,94_0_7822,95_0_7837,96_0_7827,97_0_7828,98_0_7758,99_0_7812
group_130,hypothetical protein,NA,0_0_2548,1_0_2539,2_0_2541,3_0_2546,4_0_2546,5_0_2563,6_0_2552,7_0_2542,8_0_2551,9_0_2536,10_0_2542,11_0_2545,12_0_2555,13_0_2538,14_0_2544,15_0_2543,16_0_2554,17_0_2553,18_0_2549,19_0_2547,20_0_2548,21_0_2543,22_0_2545,23_0_2543,24_0_2551,25_0_2530,26_0_2532,27_0_2542,28_0_2530,29_0_2531,30_0_2531,31_0_2541,32_0_2536,33_0_2547,34_0_2538,35_0_2552,36_0_2553,37_0_2555,38_0_2564,39_0_2560,40_0_2559,41_0_2567,42_0_2555,43_0_2576,44_0_2541,45_0_2566,46_0_2566,47_0_2550,48_0_2547,49_0_2553,50_0_2550,51_0_2549,52_0_2548,53_0_2550,54_0_2551,55_0_2545,56_0_2558,57_0_2551,58_0_2558,59_0_2564,60_0_2546,61_0_2545,62_0_2546,63_0_2546,64_0_2546,65_0_2571,66_0_2532,67_0_2570,68_0_2570,69_0_2571,70_0_2571,71_0_2565,72_0_2548,73_0_2542,74_0_2544,75_0_2545,76_0_2541,77_0_2547,78_0_2542,79_0_2534,80_0_2535,81_0_2542,82_0_2544,83_0_2540,84_0_2538,85_0_2538,86_0_2564,87_0_2547,88_0_2554,89_0_2534,90_0_2550,91_0_2545,92_0_2538,93_0_2537,94_0_2537,95_0_2546,96_0_2547,97_0_2547,98_0_2523,99_0_2542
geneSPN23F_RS00920,gene-SPN23F_RS00920,gene-SPN23F_RS00920,0_0_4158,1_0_4148,2_0_4156,3_0_4160,4_0_4160,5_0_4192,6_0_4175,7_0_4159,8_0_4163,9_0_4150,10_0_4156,11_0_4168,12_0_4170,13_0_4144,14_0_4160,15_0_4164,16_0_4170,17_0_4168,18_0_4172,19_0_4161,20_0_4166,21_0_4159,22_0_4167,23_0_4160,24_0_4174,25_0_4142,26_0_4136,27_0_4155,28_0_4140,29_0_4142,30_0_4134,31_0_4154,32_0_4140,33_0_4172,34_0_4145,35_0_4180,36_0_4195,37_0_4193,38_0_4199,39_0_4189,40_0_4190,41_0_4189,42_0_4181,43_0_4209,44_0_4165,45_0_4201,46_0_4203,47_0_4180,48_0_4167,49_0_4173,50_0_4167,51_0_4167,52_0_4164,53_0_4166,54_0_4175,55_0_4155,56_0_4185,57_0_4181,58_0_4166,59_0_4177,60_0_4159,61_0_4149,62_0_4147,63_0_4146,64_0_4148,65_0_4177,66_0_4141,67_0_4182,68_0_4182,69_0_4184,70_0_4182,71_0_4182,72_0_4159,73_0_4150,74_0_4153,75_0_4155,76_0_4141,77_0_4159,78_0_4146,79_0_4131,80_0_4132,81_0_4152,82_0_4148,83_0_4140,84_0_4146,85_0_4147,86_0_4186,87_0_4154,88_0_4171,89_0_4129,90_0_4160,91_0_4146,92_0_4146,93_0_4140,94_0_4140,95_0_4154,96_0_4150,97_0_4151,98_0_4113,99_0_4157
geneSPN23F_RS00925,gene-SPN23F_RS00925,gene-SPN23F_RS00925,0_0_3147,1_0_3141,2_0_3141,3_0_3145,4_0_3145,5_0_3172,6_0_3157,7_0_3147,8_0_3154,9_0_3140,10_0_3143,11_0_3148,12_0_3154,13_0_3136,14_0_3153,15_0_3148,16_0_3155,17_0_3155,18_0_3153,19_0_3149,20_0_3148,21_0_3146,22_0_3150,23_0_3146,24_0_3156,25_0_3134,26_0_3135,27_0_3146,28_0_3132,29_0_3135,30_0_3134,31_0_3145,32_0_3136,33_0_3151,34_0_3141,35_0_3162,36_0_3168,37_0_3167,38_0_3176,39_0_3173,40_0_3173,41_0_3180,42_0_3166,43_0_3190,44_0_3146,45_0_3183,46_0_3184,47_0_3163,48_0_3155,49_0_3162,50_0_3158,51_0_3158,52_0_3157,53_0_3162,54_0_3161,55_0_3147,56_0_3170,57_0_3162,58_0_3155,59_0_3161,60_0_3141,61_0_3135,62_0_3136,63_0_3136,64_0_3136,65_0_3162,66_0_3133,67_0_3165,68_0_3165,69_0_3168,70_0_3165,71_0_3163,72_0_3146,73_0_3141,74_0_3141,75_0_3140,76_0_3135,77_0_3153,78_0_3140,79_0_3128,80_0_3125,81_0_3138,82_0_3141,83_0_3136,84_0_3137,85_0_3137,86_0_3165,87_0_3139,88_0_3163,89_0_3125,90_0_3148,91_0_3140,92_0_3131,93_0_3132,94_0_3132,95_0_3143,96_0_3138,97_0_3138,98_0_3112,99_0_3145
geneSPN23F_RS00935,gene-SPN23F_RS00935,gene-SPN23F_RS00935,0_0_9888,1_0_9879,2_0_9879,3_0_9886,4_0_9885,5_0_9949,6_0_9908,7_0_9886,8_0_9904,9_0_9866,10_0_9880,11_0_9912,12_0_9900,13_0_9854,14_0_9890,15_0_9908,16_0_9920,17_0_9907,18_0_9923,19_0_9910,20_0_9906,21_0_9888,22_0_9914,23_0_9888,24_0_9933,25_0_9890,26_0_9864,27_0_9904,28_0_9877,29_0_9868,30_0_9880,31_0_9894,32_0_9898,33_0_9920,34_0_9895,35_0_9950,36_0_9998,37_0_9989,38_0_9991,39_0_9977,40_0_9976,41_0_9989,42_0_9966,43_0_10015,44_0_9908,45_0_9996,46_0_9998,47_0_9953,48_0_9924,49_0_9926,50_0_9939,51_0_9923,52_0_9926,53_0_9926,54_0_9952,55_0_9867,56_0_9980,57_0_9964,58_0_9928,59_0_9946,60_0_9908,61_0_9901,62_0_9900,63_0_9899,64_0_9884,65_0_9940,66_0_9850,67_0_9954,68_0_9953,69_0_9963,70_0_9954,71_0_9955,72_0_9926,73_0_9909,74_0_9916,75_0_9918,76_0_9890,77_0_9895,78_0_9893,79_0_9892,80_0_9878,81_0_9914,82_0_9895,83_0_9900,84_0_9898,85_0_9899,86_0_9962,87_0_9938,88_0_9912,89_0_9873,90_0_9924,91_0_9910,92_0_9893,93_0_9905,94_0_9906,95_0_9916,96_0_9907,97_0_9907,98_0_9820,99_0_9891
geneSPN23F_RS00900,gene-SPN23F_RS00900,gene-SPN23F_RS00900,0_0_8397,1_0_8383,2_0_8385,3_0_8394,4_0_8393,5_0_8454,6_0_8412,7_0_8385,8_0_8405,9_0_8374,10_0_8383,11_0_8413,12_0_8410,13_0_8364,14_0_8393,15_0_8401,16_0_8415,17_0_8413,18_0_8416,19_0_8401,20_0_8404,21_0_8387,22_0_8410,23_0_8387,24_0_8435,25_0_8399,26_0_8377,27_0_8400,28_0_8385,29_0_8377,30_0_8385,31_0_8403,32_0_8404,33_0_8417,34_0_8398,35_0_8448,36_0_8495,37_0_8482,38_0_8487,39_0_8479,40_0_8477,41_0_8482,42_0_8461,43_0_8504,44_0_8407,45_0_8489,46_0_8491,47_0_8456,48_0_8430,49_0_8438,50_0_8441,51_0_8425,52_0_8433,53_0_8428,54_0_8456,55_0_8372,56_0_8482,57_0_8472,58_0_8428,59_0_8449,60_0_8414,61_0_8404,62_0_8403,63_0_8402,64_0_8393,65_0_8434,66_0_8360,67_0_8446,68_0_8445,69_0_8449,70_0_8446,71_0_8445,72_0_8434,73_0_8421,74_0_8425,75_0_8430,76_0_8402,77_0_8398,78_0_8402,79_0_8395,80_0_8388,81_0_8418,82_0_8404,83_0_8408,84_0_8411,85_0_8412,86_0_8464,87_0_8440,88_0_8418,89_0_8384,90_0_8430,91_0_8416,92_0_8411,93_0_8415,94_0_8416,95_0_8428,96_0_8417,97_0_8417,98_0_8338,99_0_8397
geneSPN23F_RS00890,gene-SPN23F_RS00890,gene-SPN23F_RS00890,0_0_11367,1_0_11352,2_0_11353,3_0_11353,4_0_11352,5_0_11422,6_0_11381,7_0_11361,8_0_11382,9_0_11340,10_0_11350,11_0_11389,12_0_11379,13_0_11330,14_0_11360,15_0_11383,16_0_11388,17_0_11374,18_0_11396,19_0_11386,20_0_11382,21_0_11369,22_0_11390,23_0_11369,24_0_11411,25_0_11352,26_0_11325,27_0_11377,28_0_11334,29_0_11322,30_0_11341,31_0_11351,32_0_11359,33_0_11403,34_0_11349,35_0_11413,36_0_11470,37_0_11459,38_0_11467,39_0_11449,40_0_11449,41_0_11468,42_0_11437,43_0_11498,44_0_11381,45_0_11472,46_0_11474,47_0_11422,48_0_11393,49_0_11394,50_0_11406,51_0_11391,52_0_11403,53_0_11404,54_0_11422,55_0_11332,56_0_11451,57_0_11431,58_0_11418,59_0_11437,60_0_11397,61_0_11379,62_0_11382,63_0_11381,64_0_11363,65_0_11425,66_0_11322,67_0_11444,68_0_11443,69_0_11449,70_0_11437,71_0_11453,72_0_11424,73_0_11397,74_0_11409,75_0_11410,76_0_11374,77_0_11372,78_0_11383,79_0_11381,80_0_11367,81_0_11399,82_0_11379,83_0_11391,84_0_11389,85_0_11390,86_0_11456,87_0_11430,88_0_11389,89_0_11357,90_0_11411,91_0_11393,92_0_11372,93_0_11385,94_0_11386,95_0_11399,96_0_11392,97_0_11392,98_0_11301,99_0_11361
